Label,PRR13,ASRGL1,KHDC1L,CFLAR,ATG3,NDUFAB1,MX1,POU5F1,ZC3HAV1,RAB15,PYGB,UACA,POU5F1P3,ASH2L,SEPT11,PRDM14,IFI16,IL6R,KRT19,RCBTB1,NLRP7,PDGFRA,PQLC3,ENO2,MSH6,HINT1,MRPS23,CBFA2T2,APOC1,USP28,PDCL3,ALDH2,GPRC5B,AK4,LRP4,DNAJC15,PIM2,CD9,MGST3,CTSE,NANOG,ATP6V0D2,CNIH4,UBASH3B,POU5F1P4,SPIC,FBP1,GPR176,SHPK,IFITM1,TCEA1,ETV4,CCKBR,SLC16A9,ZYG11A,EGLN3,CLDN10,GPD2,FBXL20,KLF4,PRPSAP1,NODAL,SEPW1,PRSS3,UPP1,LBH,CALM3,NDUFV1,CHST12,DPPA2,GPR160,SCGB3A2,SLC25A12,PRSS23,GDF3,TBC1D23,SAMHD1,GDPD2,CDHR1,WDR66,HORMAD2-AS1,TDGF1,BEND4,NBAS,SLC39A10,PHOSPHO1,DND1,HNF1B,UQCRH,MYBL2,CXCL12,MIR492,WARS,DNMT3L,ARGFX,TUBB2A,L1TD1,TPST2,MAN1C1,SORBS1
6,77.3619806671,72.9786289518,2716.80852598,0.0,102.854043106,925.1103908489999,31.560766784000002,15.104376363399998,2.81245953677,16.0558750763,29.1551647096,9.14317932901,3.0440270275300003,21.0954409697,15.1472538425,0.0,0.0,0.283481554797,974.6639306,6.545450627999999,331.80517464400003,0.0,4.10377679759,14.2992635689,13.602166749,930.4458892380001,91.7819033917,1.3859745196000002,597.672586485,10.6856389179,93.6201131016,20.634031171,2.89958286278,23.0179936487,0.0,449.314179605,30.9302096963,50.2241293431,242.37112694900003,3.16368676687,0.786397830753,16.0113252849,92.0036188935,3.82410580657,1.52341903408,0.0,0.0,3.83323610927,8.25849016972,32.2148913318,7.26811739613,0.0,229.000633359,0.0,1.93147114133,56.369296969,273.506642334,7.2701469835,7.37906483718,2.81258549083,16.7853766741,3.16368676687,166.861108811,0.0,182.86656804400002,6.17715763721,89.83315883899998,409.37990254,15.675654621600001,4.77183701785,8.19603899116,50.961008460900004,0.0,21.991987077199997,8.087562004510001,3.4363189771800005,11.6109636821,0.0,0.7299200629350001,4.37513298574,0.0,2.83728598343,0.751731472341,3.25141850857,10.540272465900001,14.514920665,3.46125065855,1.79462942232,1411.4794525,121.986150085,0.525601353591,265.15649714799997,77.2612747875,1141.2438052999996,0.325737936608,6.11437671002,46.786514921700004,24.428778435799998,1.4796974429799998,10.8427145928
3,517.8984635080001,149.074278615,6016.00006523,8.20554379529,495.90584311199996,1820.75889903,104.144379517,95.2823757686,5.2455152449,34.297043114000004,57.514487521599996,32.2146174802,22.4846557877,27.5466547509,23.9420302963,22.925152255700002,0.0,0.0,30.7901025187,23.555307693000003,750.304091138,0.0,53.835419806800004,0.0,91.72333051860001,59.1369915911,174.679826343,9.21641728431,1312.60740522,4.26756828229,1517.12046654,22.638669607199997,0.0,38.3776767688,0.0,2560.65810332,7.810035866110001,469.274726242,43.1116269024,16.7969809455,1.09770986424,35.468071001599995,323.691840824,10.3422938071,7.619945182769999,0.0,0.0,7.91159855458,12.274957611700001,76.8200429701,14.09076906,0.0,25.143405650500004,0.0,6.20099412186,118.449427378,1318.16718232,17.5669292278,30.614907112399997,21.396734331199998,48.7316017312,0.0,408.47634354699994,0.0,289.134974633,0.0,123.696368222,597.7641911530001,10.940595226500001,10.6851432712,0.0,87.4367583109,15.869430355699999,106.087648782,0.0,54.7203376877,24.7613155898,148.113348592,0.0,5.64908684178,68.2869246858,0.0,0.0,3.20736787684,3.7503368204,628.840037562,0.0,0.0,901.203798966,281.382607387,0.0,3.4270763321,177.32396167299999,4362.79897521,12.7691578558,0.0,20.6313705871,27.5613657289,0.0,69.5129813503
6,41.8087512833,115.32218249700001,2114.34241013,0.0,121.27730592700001,1140.33839239,4.00992606673,9.78972521246,1.3846853200100002,0.0,52.8808393368,0.297331560532,1.83202572375,5.37824153272,13.2275212206,0.0,0.0,5.45956202324,846.4779980239999,0.0,716.762855617,0.0,0.0,20.490256768,41.035119168899996,326.175105397,117.131756276,14.6521993499,275.70196074,29.1542026436,144.094347446,22.767141787899998,0.0,44.983715261899995,0.0,661.018045325,14.5288756174,12.090810873399999,239.40880799099997,0.0,0.0,58.6557375599,43.5901483969,2.01382149814,0.0,0.0,0.0,0.0,24.2993020528,52.6253807994,10.9356590636,0.0,154.65216061,0.0,0.0,2.18873881626,414.17492915599996,19.5812471912,3.4755938111,8.125123842979999,17.6787746524,0.0,60.9315040009,0.0,105.980732755,0.6759413498829999,53.62587731,430.859527627,12.264562431099998,0.0,10.8519982839,57.5072109833,0.0,26.471437290300003,0.0,11.3746797946,23.2932469867,0.0,0.0,5.2662839723,0.0,1.13839996392,0.0,1.11819576912,0.0,39.7959643813,1.38875236682,0.0,951.427286807,60.9356753916,0.0,212.77670191599998,90.0691917973,1308.39541964,0.0,3.67989317966,49.1487254065,14.6794190092,0.0,0.0
9,83.2643751727,20.497959756,482.433995406,0.100270875359,153.028371335,712.5890066489999,0.0,7.70605214902,1.18138135788,20.2985707275,4.61420836849,2.65113396556,2.1166191063,67.4730337613,28.4041667842,0.0,0.0686344499388,3.21448574773,420.89669012800005,2.49445246451,87.70367666950001,0.349013520199,5.93879101589,3.3506804839,14.4078339161,569.499278503,160.40557742299998,3.27956135163,508.42365476599997,6.2489046202499985,36.1195902679,24.096555062399997,0.0,1.691384908,0.986372654336,263.532190341,3.63155251945,66.7558948746,315.665166923,4.43610113866,0.0,4.02136980255,70.5083874414,4.03968788735,0.488901579209,0.0,0.0,0.0,9.76701906252,109.78532746200001,2.52688863633,9.77611353578,308.519933363,0.0,2.97530521565,25.028094285,75.8891942964,2.34192672012,4.8794548552,6.61925665495,5.91054800474,0.0,119.534201883,0.0,43.61620237970001,0.180217956888,40.236444448600004,210.823863404,5.4499165838199986,1.91424568813,0.6137377879370001,0.340720950667,0.045464567863300005,0.351307105171,8.07486383736,24.261531604,12.2433460644,0.0,0.0,1.21687344566,2.7604061793900003,0.0,0.0,2.1517694887200003,4.51016714253,25.533755020900003,9.13322852238,0.0,875.7564845669998,33.3412774585,0.0,122.915082953,65.9636642179,1087.25355819,0.0348456964354,1.52619415333,24.88835259610001,13.1630855122,1.97862614849,1.41928056917
1,368.857911949,327.379716246,7051.19504683,170.97797832700002,279.849391774,2826.6643813,93.7634374726,106.218881258,29.4078677483,153.208019755,248.14596642400002,99.3207809132,15.4603127702,130.870472344,107.854815623,1.78743377164,46.1635072188,111.34258699700001,0.0,96.9607846105,404.70315155199995,99.8468734175,115.565987329,85.881410008,82.6381374852,186.752188947,196.56979440400002,13.491853212999999,2741.66233439,59.09542120770001,116.92310960200001,36.388267350599996,0.0,37.5400155258,28.3822019879,703.321706951,20.434664280299998,297.597294014,18.4002844125,8.70352858572,25.295567351,0.0,417.688591946,6.67640045893,5.15819658935,51.7785140357,0.0,38.531659161,40.002201845500004,183.0943782,33.8378820754,125.795753876,0.0,46.9380317646,52.6456650649,183.16665192,0.0,9.3441849362,15.740299168499998,189.98842590400002,64.5304760377,0.0,109.50469261,112.605398354,982.652331418,24.2429070566,222.56280269400003,323.02479348099996,189.08586806099999,0.0,38.1579668554,212.992172521,20.6098833486,206.706126145,11.4099802852,58.17574951970001,31.3575655764,43.2210979208,10.7096656126,25.5539988058,8.19109517048,0.0,0.0,31.257952218899998,40.4121732227,22.5255094663,0.0,45.5737283618,1784.22590571,273.637057694,9.01427245497,0.0,157.171568525,874.196107835,16.2681764319,18.9776373761,140.774274359,29.8690296898,14.745205291600001,4.14877560166
6,101.705536145,20.3133981171,1420.92885522,5.16958478985,108.819265765,959.0976553410001,3.24080760091,5.702604172869999,0.564614274541,9.25348928423,9.556107803029999,3.24758193015,2.80132566948,18.1608831267,15.488396122100001,0.0,1.18088171654,2.0870355478,672.97319605,2.50982454918,318.43445752900004,0.307944095127,4.5339854006,8.77278458702,12.4012929142,807.7101391069998,113.975641042,2.55094030087,575.2702973080001,7.429882595689999,42.3716751914,44.3073637129,0.0,8.23773949692,0.0,498.44889517800004,31.0097028467,60.0856581228,197.37471886900002,0.0,0.0,4.2709377244,118.47665580399999,3.51920813797,0.934637434815,0.0,0.0,0.453561512986,14.6371083924,114.350336814,12.262483092,0.0,577.2809160109999,0.507756328409,1.65897581006,13.758946695599999,104.67480520299999,3.69359251867,0.0,0.345111572003,5.14902369148,0.0,123.075806538,0.0,101.575557408,0.0,131.28737783100001,225.91769837,7.6937747510399985,5.85516842044,5.02837675451,1.95407768472,0.0,5.3407305152,0.0,11.0681890416,0.339213217387,0.0,0.0,0.0,16.8207329544,2.8078009450300003,0.0,4.98696909121,8.36853412065,14.8418217109,4.24704479121,0.0,1577.97345506,20.2068247678,0.0,271.128278755,93.68189275610001,888.583264722,0.0,4.3764581129,130.73430379299998,26.089132507600002,0.0,6.01388631673
9,99.9830428742,87.92544648260002,1204.78938918,0.0,101.310059349,841.0168808510001,3.66124929779,5.0005193397,0.0,8.67512345143,17.9255761866,3.94874389714,1.87157023257,23.929240468000003,8.21738937398,0.0,1.57789814584,0.0,2014.99027533,1.25761352102,406.69281230900003,0.308606956512,7.951553709269999,0.0,28.740977389,893.4898946239999,97.22380860969999,1.13619168753,222.241860459,10.949817207,53.786316990799996,24.3157851991,0.0,24.1767380952,0.0,523.6391922390001,6.029759423280001,66.39089169,264.623756362,0.0,0.0,0.0,200.029154415,6.75966812089,0.936649277464,0.0,6.2146479559899985,0.0,6.48804139387,58.0056258134,6.70302466556,4.45708816495,633.820162207,0.0,0.0,36.1483958146,43.396409243,3.32128730916,2.86021788192,0.691708875591,15.480321482799999,0.486285266565,129.104317498,0.0,229.916827736,0.0,79.9298847975,323.163246143,18.312047748199998,11.0020722999,5.543120579530001,7.83313564521,0.0,19.2349603344,2.48625261288,12.4124915659,8.49858466868,0.0,0.0,3.7659705448800014,0.0,0.0,0.0,1.5707068871899998,1.90603357019,0.0,2.83745781117,0.0,921.823060026,108.75172383200001,0.0,543.423785386,131.058403507,1054.29958128,0.0,16.9169603357,27.719889920500002,36.4195314106,0.0,5.46181653496
6,107.200728536,39.9797763994,3922.89732247,0.708368436082,50.5219768983,1080.4151386,25.742731787399997,24.138192212199996,0.932651715515,17.5041012941,12.7495432585,2.50333763564,3.08489181364,19.9765678393,11.5881975653,0.0,0.0,0.0,996.273256058,1.24374760451,509.63080437,11.445164486500001,8.89367746271,0.0,29.4816524912,795.906651363,106.46184952,8.66158065163,846.8864495839999,6.85842312107,99.5430020757,43.129010288900005,0.0,30.37393674,0.318559258794,508.04812128300006,53.134334580600004,27.3578723777,203.76950076,0.400769741848,0.0,9.17137034552,119.33403708,0.242215176444,1.54387029565,0.0,0.0,0.0,0.6974463416259999,44.307135142,20.2556442653,0.0,75.060519273,0.0,1.7616602981599998,11.6709095874,422.92056351900004,2.35516169024,0.0,8.83606414127,31.5406976062,0.0,229.901562411,0.0,106.400733739,0.0,128.046908277,176.686986301,32.169339763,11.4852552049,0.8306067376999999,87.15117143,0.0,33.2603819655,0.0,9.14143156022,8.40488285686,14.5532903935,0.0,2.21693365552,7.35488869351,1.1595085735,0.0,3.66468243943,3.14169741261,64.96818345930001,8.769291242260001,0.0,1824.59034669,160.092771221,0.0,238.858766141,184.489983895,1116.31058116,0.0,10.3274327547,45.6904368335,16.5044830268,0.0,18.6261941663
9,56.573540605299996,33.339950333000004,667.6921998509999,0.0,97.92202105870001,938.1900175989999,12.4807119503,4.71320887051,0.0,9.70393882481,24.1669400167,19.1142603676,3.08706485061,3.79949392708,17.9718486455,0.4758785975630001,6.07288944396,0.0,651.379777484,0.138291524013,303.18303886900003,0.0,24.357736772,0.0,13.7678984267,706.890060009,48.5957527646,0.0,325.443153355,26.971385246399997,24.903280357699998,14.6201008225,0.0,6.154705741569999,0.0,410.662658576,6.6305316072,11.4601996509,331.037203179,0.250327520801,0.531677517964,0.0,183.532443797,0.0,0.514985939166,0.0,0.427115088754,0.0,1.39587526338,256.695685347,3.27594547045,7.351752005160002,375.31147655,0.279774124075,0.0,195.47176686,0.0,0.392803449342,1.3014597172799998,25.100689586599998,2.83711597971,0.0,70.9837820802,0.0,156.146019944,8.54249054986,30.6146457843,140.127856805,29.409975541199998,14.1146349039,6.92659856364,0.0,0.0,2.22030233306,12.3028613899,10.5999139008,0.0,0.0,0.0,0.0,0.0,1.59855600481,0.0,0.0,3.12791249691,0.0,1.17006245899,0.0,1316.92073707,71.3399193549,0.0,189.229725188,72.4764396856,632.071845299,0.0,8.9567465256,151.689831048,2.7526848323900004,0.0,0.0
9,132.016634963,19.7544493963,459.301016499,4.60940290769,95.4830299273,715.5970598839999,0.0,2.35880029129,1.54723286434,6.296974866469999,8.76698949262,0.0940288215695,0.193121333812,46.0685265108,12.360877854100002,0.535862267539,0.0,0.0,1018.68182056,0.0,245.41504441700002,0.0,21.644379861100006,0.0,27.275864424499996,606.426873176,101.86554944299999,1.84652966419,180.734757677,5.558992590630001,55.5003766212,19.1051373108,0.0735829616351,1.54591740533,0.0,199.23832683700002,26.6106539492,27.084017804299997,223.961716722,0.0,0.299347272429,0.0,119.769965964,8.976630979600001,0.0,0.0,0.0,0.0,8.8487817329,637.665635231,5.07219996558,0.100956028587,607.02909695,0.0,6.813099998459999,62.7569129666,7.54648753213,4.16673131568,0.5646487548269999,3.2832602077,3.3722144902,2.10748515958,72.5565629373,0.0,78.2762827114,0.0,45.9647582216,199.68554284299998,9.149455761699999,4.08696688214,0.0,0.0,0.0,13.319013081500001,0.0,22.1279540474,10.3829898881,0.0,0.802673893548,0.721682799277,0.0,2.61316467776,0.0238459421178,3.91929774976,14.003437655599999,0.102318438833,4.83100492584,0.0,953.58761966,26.9321800357,0.0,302.800457036,47.3715468966,929.937623646,0.8679593371950001,5.9479939402,97.0352321039,28.0745805525,0.0,7.8513542434899986
